序号,note-text,length_dlut,positive_dlut,negative_dlut,anger_dlut,disgust_dlut,fear_dlut,good_dlut,sadness_dlut,surprise_dlut,happy_dlut
209,DS改的作文比老师尽心,7,1,0,0,0,0,1,0,0,0
210,你觉得你润色比ai强，就你上，把工具用好，顺应时代。,19,1,0,0,0,0,1,0,0,0
211,我的想法是直接让ai写，然后小孩去背就行了。为什么会不接受呢,20,0,0,0,0,0,0,0,0,0
212,我完全接受 不过我更会让他学习模仿 很多时候写作不就是从摘抄名句开始的嘛,23,2,1,0,1,0,2,0,0,0
213,我们教研员就让我们教孩子正确使用AI啊！这是一个时代，孩子要把AI当作工具去使用！,24,0,0,0,0,0,0,0,0,0
214,AI写的我都看不上……,8,0,1,0,1,0,0,0,0,0
215,接受啊！一直都是这么做的。各科老师都认同可以使用AI来帮助学习和完成作业。,24,2,0,0,0,0,2,0,0,0
216,我不用老师交代，我儿子写完我都自己用Ai给他润色,17,1,0,0,0,0,1,0,0,0
217,豆包还可以，改得中规中矩。Deepseek就总给你改出一种非人感……有时候看deepseek写的东西都瘆得慌,29,0,1,0,1,0,0,0,0,0
218,要学会用ai吧，deepseek 深度思考的内容 就是它思考的逻辑非常值得学习，完全可以好好学习它的思考过程，然后在参考最后答案啊,36,2,0,0,0,0,2,0,0,0
219,豆包还可以，改得中规中矩。Deepseek就总给你改出一种非人感……有时候看deepseek写的东西都瘆得慌,29,0,1,0,1,0,0,0,0,0
220,同江阴，现在老师都不批改作文了，我就没见过老师有评语和修改，也没听说孩子相互批改，全是家长改的！现在老师不花时间在改作文，净花时间在骂全班同学上了，六年级的语文课能有半节课在整顿（骂）纪律（人），每次课内都来不及上，还好现在也不考多少课内，除了背诵的内容，老师多上少上都无所谓了，反正也考不到，考不出就是你孩子阅读量不够,102,0,1,0,1,0,0,0,0,0
221,“洗完澡，妈妈叫我吃饭，我说好的，然后我和妈妈就去吃饭了。”这种作文还是ai 改比较好，毕竟只有ai 想得出鼓励式批改,41,0,0,0,0,0,0,0,0,0
222,草稿挨份手批，差的远的喊到跟前逐句逐段讲解，然后发下去修改，重新誊抄上交，结果原来啥样还是啥样…,29,1,0,0,0,0,0,0,1,0
223,那么，对于以后AI取代老师课堂怎么看,10,0,0,0,0,0,0,0,0,0
224,这样的作文，如果用ai改，可能就不会这么眼花缭乱了，真的改吐血！！！,22,1,0,0,0,0,1,0,0,0
225,这样改作文，这还是写得好的孩子的作文。,14,0,0,0,0,0,0,0,0,0
226,AI如何应用于教学可是现在各类专家、想评职称的老师研究的重点方向呢，今年我都听了不知道多少场ai浮梦了,32,1,1,0,0,1,1,0,0,0
227,现在AI教学是各地教育局在强推的项目，其中包括作文批改，你有没有想过不是老师要这样，是上面非要求这样呢？,31,0,1,0,1,0,0,0,0,0
228,有的孩子的作文，需要我把段落打碎了重新编排，有的孩子连一句人话都写不来。我一句一句教了。结果拿来还是原来的样子,37,1,0,0,0,0,0,0,1,0
229,作文都是要写两遍，第一遍草稿第二遍正本。由于现在普遍是40-50人一个班，语文老师教两个班，第一遍草稿是没有时间一个个纠正的，用ai改草稿，对于低水平的孩子而言，ai可以精准识别到跑题偏题的作文，然后ai也能给出大概的修正方向；对于中等水平的孩子而言，他们要的是结构上的微调、语言上的生动，ai修改以后会润色语言，填充一些作为范式的表达，客观上帮助这部分孩子进行语言积累；对于高水平的尖子生而言，ai就是一个打分机器，告诉他们在不怎么考虑书写分的情况下 ，他们能拿到一类卷的多少分。最后所有学生修修补补写一写终稿，老师再批改，比传统人工手改要好得多，至少每个学生都有个性化定制。,171,6,0,0,0,0,6,0,0,0
230,就那些油盐不进的学生，抄出来的作文，真是浪费我的时间，用ai都是浪费,23,0,2,0,2,0,0,0,0,0
231,一天到晚不带老师话题就活不下去的营销号,9,0,0,0,0,0,0,0,0,0
232,你知不知道Ai改我花费的时候比面批花的时间还多很多！,16,0,0,0,0,0,0,0,0,0
233,我们不一样，学生的作文一眼AI生成，那词语华丽的我都没见过，还有的说月饼在锅里煮出来的,28,2,0,0,0,0,1,0,0,1
234,主要现在教育支持ai赋能呀,7,2,0,0,0,0,2,0,0,0
235,支持你告到教育部，老师寒暑假培训现在就学这些 上头要求的，不是老师个人行为哈。,21,1,1,0,1,0,1,0,0,0
236,昨天第一次尝试AI布置作文，45人有27人在家上传了，早上收了作文本，我再传了13人，结果AI改出来好多0分,35,0,0,0,0,0,0,0,0,0
237,你id 里也带老师两个字，不知道现在的教研方向是Ai赋能吗,20,0,0,0,0,0,0,0,0,0
238,反而觉得应试作文应该用AI批改，有明确的标准给分。首先做到把内容写清楚，结构要清晰，不是大作家没人去赏析考场作文。自己想写的内容写清楚了，再考虑如何写，老师可以在这方面多指导。,57,3,1,0,1,0,3,0,0,0
239,对于大多数学生来说，ai改改就行了，但对于想上重高的，那就难说了。作文讲究的是灵气，尤其567阶段，得有想象力，不是格式化的八股。,40,1,2,0,2,0,1,0,0,0
240,AI,1,0,0,0,0,0,0,0,0,0
241,ai写的作文真的让人难以下咽 看一眼就想吐的那种,17,0,1,0,1,0,0,0,0,0
242,瞧瞧，情绪又不稳定了,7,1,1,0,1,0,1,0,0,0
243,主要是有些孩子的字，ai 都认不出来，只有他语文老师能认,17,0,0,0,0,0,0,0,0,0
244,估计不是老师想用，是某些部门要求,10,0,1,0,1,0,0,0,0,0
245,不是支持用ai吗,5,1,1,0,1,0,1,0,0,0
246,你去和领导说,5,0,0,0,0,0,0,0,0,0
247,家庭作业写作文都是ai写，作文书都不用买,12,0,0,0,0,0,0,0,0,0
248,我三上第一单元习作 先让他们写 我给改完 让他们誊写 再交上来依旧乱七八糟跟第一遍没什么区别 气得我全撕了直接让他们抄的范文,38,1,1,0,1,0,1,0,0,0
249,看了评论区，我以为会有人告诉你，初中作文也是ai啊，作文管家,21,0,0,0,0,0,0,0,0,0
250,请问如何用AI改啊,6,0,0,0,0,0,0,0,0,0
251,现在ai赋能,3,0,0,0,0,0,0,0,0,0
252,ai比我强,2,0,0,0,0,0,0,0,0,0
253,AI改挺好的，要是能取代老师也很好啊。不介意被取代。,18,0,0,0,0,0,0,0,0,0
254,你呀，应该开心呀，自从deepseek出来后，我们城市的官方发布连夜发布，说目标要建设多少个ai教室，要投入多少ai设备……这是个发大财的路，你作为从业人员，觉得这个不切实际，对教育不是好事，但是这是创新呀！创新可以获得很多资金投入的，可以发财的，不要管学生怎么样，学生在学校只是一部分，还有很多靠家长靠辅导班，学生被训好了去学校交一份好看让大家都满意让老师能顺利批改的作业就行了。,112,11,4,0,4,0,7,0,0,5
255,我们也是，以前作文交上去好几天才改好，慢慢的发展成同学之间互相批改，今年直接上ai了，还要趁着现阶段免费赶快写,33,1,0,0,0,0,1,0,0,0
256,ai改怎么了，有些比老师改的还好,11,0,0,0,0,0,0,0,0,0
257,应试教育让ai去教，好老师就教孩子怎么做人,13,0,0,0,0,0,0,0,0,0
258,有什么奇怪的，AI最擅长的确实是写作。,13,3,0,0,0,0,2,0,1,0
259,你想多了，他们的字ai认不出来,10,0,0,0,0,0,0,0,0,0
260,ai先筛选一遍吧 有些人写的东西让老师看都是浪费时间精力,17,0,0,0,0,0,0,0,0,0
261,去苏州杭州等城市哪怕锡山天一等学校去看看吧。既不了解ai，也不了解作文教学。,25,0,0,0,0,0,0,0,0,0
262,唉，其实作为一个语文老师，我算是挺羡慕的,13,3,0,0,0,0,3,0,0,0
263,so？我14年上高中，就已经用AI批试卷了啊，只是那时候还不叫AI罢了,25,0,1,0,1,0,0,0,0,0
264,用作文说这个小程序也可以，学生作文能润色出新的一篇范文,16,2,0,0,0,0,2,0,0,0
265,一会要求ai融合教学，一会担心ai取代老师，一会又要求老师手动改。合着是ai给老师加任务可以，ai帮老师做事不行。,34,0,2,0,1,0,0,1,0,0
266,我觉得作文用AI更好，他有海量的立意和好句，一个老师的脑子跟积累，根本不够多，而且大多数学生的写作水平AI绝对是很好的选择，因为一个老师是不可能帮学生搞定40个立意的，一学期还要来至少四遍，甚至有时候作文批改2个班至少要5-6小时，根本没有那么多时间，导致一篇作文要两三个星期以后才能下发，学生自己都忘记了，教学效果可想而知了。有个误区：老师写作水平其实也很参差，毕竟不是各个老师都能成为文学家的。教书教的好，不代表写得好哦。,132,4,2,0,2,0,4,0,0,0
267,不是老师想偷懒，好像就是在推，因为不是一个学校这样，我们是老师纸质批改，然后上传 ai 批改再按要求润色，应该是增加了工作量的，因为不是我们上传的,45,1,4,0,4,0,1,0,0,0
268,抄ai写的作文被老师当做范文，ai写ai批挺搞笑的。一个班写出来的作文一个模子刻出来的。,28,1,0,0,0,0,1,0,0,0
269,ai只是辅助，高中的话，我们老师是不会用ai改作文的,16,0,0,0,0,0,0,0,0,0
270,实验小学？话说现在还有小孩学编程吗？,12,0,0,0,0,0,0,0,0,0
271,写作水平差的孩子必须用Aⅰ，否则老师要给她重新写一篇作文。,19,1,0,0,0,0,1,0,0,0
272,那学生自己A I交上来呢？嗯？？？？？？？,17,0,0,0,0,0,0,0,0,0
273,但是ai 真的很不错，至少能按照老师的修改意见给出更好的建议，并且还可以在这基础上生成出一篇非常不错的范文，方便学生，方便老师。,39,3,0,0,0,0,3,0,0,0
274,我甚至建议学生用电脑手机写作文，写完用Ai润色,13,1,0,0,0,0,1,0,0,0
275,新换的老教师不让我们ai或者找范文，让孩子随堂直接写，结果她用ai改,22,1,0,0,0,0,1,0,0,0
276,我们班老师作业都不改的，都是自批自订,13,0,0,0,0,0,0,0,0,0
277,用ai改作文又不是直接让学生用ai写作文，讲的好像老师作文课不用上直接给每个人ai写一篇一样,28,0,1,0,1,0,0,0,0,0
278,我们这边老师也用ai批了，然后孩子用ai写，魔法对轰,18,0,0,0,0,0,0,0,0,0
279,家长花钱买的你提供的情绪价值罢了,9,0,2,0,2,0,0,0,0,0
280,那可不，有的老师写得还真没有ai好，也没ai改得好，有好东西不用有毛病啊。,28,0,1,0,1,0,0,0,0,0
281,高中也用,3,0,0,0,0,0,0,0,0,0
282,举报举报没什么好说的了,7,0,0,0,0,0,0,0,0,0
283,孩子自己写，孩子用 ai 修改，再交上来我批改。我真觉得孩子用 ai 改作文挺有效果的。那有何不妥呢？怎么就离大谱了？,40,0,0,0,0,0,0,0,0,0
284,村小都已经用上了区里教研室用Ai的测试卷,12,0,0,0,0,0,0,0,0,0
285,本学期开始 我连草稿都让ai先搞一遍 再自己修改 即使这样平均一篇也要十几分钟 如果全靠我自己手写 得多久？！而且写了誊写时他们也有看不明白的 于是现在ai后修改打印给他贴上誊写 即使这样 还是抄了一堆错别字！,69,1,1,0,1,0,1,0,0,0
286,我们学校不但ai改，还要把整份ai报告发给学生，,14,0,0,0,0,0,0,0,0,0
287,搁以前你会不会就是那种不愿意用洗衣机，认为洗衣机不能代替手洗，坚持手洗所有衣服床单被罩的那种人。,28,2,0,0,0,0,1,0,0,1
288,合理推断是上面搞了ai赋能的课题我，要在这个学校实验。一年了，只要教研就讲ai赋能，学校布置论文也要写ai赋能，我真的要吐了,42,1,0,0,0,0,1,0,0,0
289,出了新课题用ai赋能批改作文,9,0,0,0,0,0,0,0,0,0
290,机器都可以用来改中考高考卷，怎么就不能改一个日常作文？,16,0,0,0,0,0,0,0,0,0
291,我小学那会老师喊我和另一个同学帮全班同学过一遍作文，我那会就觉得同学写的都是啥玩意儿…我都想翻白眼，何况老师,35,0,0,0,0,0,0,0,0,0
292,气死了，我辛辛苦苦帮他改作文，加了一句又一句，语序改了又改，第二次交上来，字数减少就算了，我修改的一句都没有写上！！敢情我呕心沥血改的作文他看都不看一眼啊,50,1,0,0,0,0,1,0,0,0
293,我是老师很支持先进技术用于工作，对于批改作文，我认为先机器改，因为它会很详细修订每个人问题而且效率高，就不用我一个一个去写很多，有时候时间原因我想写的都省了，而机器能帮助我完成这一步，那么节省出来的时间干嘛，我会再重新看一遍学生们作文，找出典型问题，选出典型示范，备课下节作文课，有针对性讲解知识，这样人与机器各司其职达到高效率又能有的放矢，我觉得挺好的，而不是一味批判这件事也不是完全甩手不管,119,6,4,0,4,0,6,0,0,0
294,我们学校鼓励用AI批改,6,0,0,0,0,0,0,0,0,0
295,你能确定老师在AI改作文之前、之后没做什么别的吗？,17,1,0,0,0,0,1,0,0,0
296,很多老师现身说法，我觉得确实有道理，说的都是现实问题，我也只是发表看法而已，大家冷静一点。在强调一下，没有攻击语文老师！！！没有说语文老师偷懒！！！没有见不得老师轻松！！！我们现在写代码都是Ai判题！！！只是不认为作文适合用AI来处理。很多语文老师吐槽改作文，我觉得解决问题的方法是根据工作量发工资。当然我说了不算，还是那句话:仅仅是个人看法,106,3,2,0,2,0,2,0,0,1
297,可以用AI批改优秀生的作文进行全班范讲。不能用来批改后进生的作文，他无法理解也达不到这个水平，后进生语句通顺、段意清晰、不偏题、正确使用标点符号是首要目标。,44,4,0,0,0,0,4,0,0,0
298,正常,1,0,0,0,0,0,0,0,0,0
299,如果改出来效果差不多，为啥不能让老师减轻负担呢？ai批改也是科技发展的必然趋势。,22,1,0,0,0,0,1,0,0,0
300,想要作文写得好，还得是从小到底的阅读积累,14,0,0,0,0,0,0,0,0,0
301,我原来是手改，等于我在重新写一篇作文。现在我用ai，至少我可以少写很多字，提高了我的工作效率。没办法，一篇一篇手写，那我得写30多篇,43,1,0,0,0,0,0,0,1,0
302,批改是批改讲课是讲课 这两个并不影响吧,13,0,0,0,0,0,0,0,0,0
303,有的作品连AI都没法识别，还让我识别呢,14,0,0,0,0,0,0,0,0,0
304,现在就是提倡AI赋能啊，专门给老师培训要多用AI的。用AI改比手改费劲多了。未来AI就是趋势，怎么都阻止不了的，快适应吧,37,1,1,0,1,0,1,0,0,0
305,你放心，需要ai改的，那属于是真没招了,14,1,0,0,0,0,0,0,0,1
306,我想到了考教资时候写的作文，我都想赔阅卷老师点钱,16,0,0,0,0,0,0,0,0,0
307,为啥不能用？效果好又提高效率，对学生也有用,13,0,0,0,0,0,0,0,0,0
308,作文都是面批 讲评  一次次改 最后誊合格的上本 其实反而最后的评语是应付上级看查作业的，那个评语ai一下我感觉没啥问题,39,3,1,0,1,0,3,0,0,0
309,是不是用作文小管家,5,0,0,0,0,0,0,0,0,0
310,我们县里特地培训了使用ai，还教我们如何用ai改作文,15,0,0,0,0,0,0,0,0,0
311,那要求老师ai赋能课堂？,7,0,0,0,0,0,0,0,0,0
312,我们这教研室推荐老师使用好吗？AI赋能,11,1,0,0,0,0,1,0,0,0
313,ai好多错别字都改不出来,7,0,1,0,1,0,0,0,0,0
314,学习作文，要学自主修改作文。AI改作文，本末倒置,13,2,1,0,1,0,2,0,0,0
315,AI批完了，老师还要再人工全部过一遍的，AI只是把不同通顺的语录修改通顺，言词再更书面话一点,29,2,0,0,0,0,2,0,0,0
